x y c
0.6073341677324579 0.985864776605127 0.6919201
0.9321778994816179 0.8732116352867973 0.21529613
0.31267846727053505 0.09574896856836723 0.75586236
0.70373254377742 0.049166662225300195 0.7622236
0.1643607834808145 0.16145928888856165 0.6534428
0.8993255708792839 0.5569829753873502 0.31974503
0.8554181674210978 0.19450564586012897 0.3611671
0.8473604597777652 0.7400113008803711 0.23540688
0.533512179265904 0.11154768661802661 0.8109319
0.005717828977009121 0.010693341270894496 0.05701949
0.24990647835101254 0.0736031062479523 0.6898125
0.243973965718844 0.9492257451013876 0.5129522
0.5255801695052719 0.8491832161819306 0.51346797
0.2551962194080041 0.7429117623450096 0.6548172
0.9492272140355426 0.8360063269334728 0.24249792
0.452095773651525 0.7599733625948734 0.46793565
0.8329574925446698 0.13570951365893258 0.4354212
0.6826428150238152 0.3178281982293656 0.38756964
0.10502638939984577 0.5961137315950794 1.0269346
0.10341200942886242 0.19991727298676487 0.72522336
0.4437589730186231 0.5827334364330209 0.46087402
0.10391847196354254 0.8889351565478488 0.46986458
0.425091040898418 0.8982823968993412 0.5889552
0.269278987190936 0.1022848720350944 0.7066622
0.5537879886975372 0.30138093741710115 0.5235951
0.7448184894688362 0.3967473689168295 0.23796724
0.8269043438904645 0.8470275510645052 0.2944192
0.2872730535972967 0.8750844194465829 0.5442126
0.6870943036361506 0.9568142292654003 0.5800472
0.3688547996140821 0.021222631553696414 0.8980248
0.29584157508274234 0.5490571003920868 0.7259614
0.6602786647274015 0.6587165841823431 0.16126953
0.2797751057991029 0.8643248901264751 0.5457995
0.004792982118804523 0.22859915401834496 0.87586635
0.21312593454910223 0.33284450181551484 0.8278285
0.7097723150484994 0.052644450591195824 0.7480723
0.6684226692641846 0.8589063331746042 0.44769722
0.5862822297689628 0.9085629671996144 0.57723606
0.005861827459776925 0.33284298632877984 1.101224
0.9633392098217906 0.8576018964923118 0.22434932
0.96753579092567 0.6122423201324949 0.4209496
0.6424940313500273 0.9829352773523358 0.6617022
0.5753332040257765 0.34356438433373704 0.44720745
0.6355884488316388 0.8984900791034085 0.53264326
0.8134328979312179 0.3447036696886294 0.28738028
0.7282338867666273 0.1715068942341531 0.55421126
0.18092965046091802 0.10255736182561725 0.59552777
0.7680337104913 0.49374599705343614 0.13501757
0.07392518673659298 0.3286773159701687 0.99588025
0.5229143708247197 0.19354129887466243 0.69224584
0.07341042214613747 0.19610115278394735 0.7294484
0.07862038036062224 0.3328895615237015 0.9955291
0.4373169035795572 0.24082329904807354 0.6707722
0.4368517615993528 0.9487388017857794 0.65658927
0.3681266364289194 0.9196287443606552 0.59457713
0.42979818752139265 0.030001714037163674 0.930625
0.3235223476526331 0.08379760186024254 0.7760027
0.08999752523990168 0.15023273785396463 0.6079027
0.23954524877645922 0.45135864720855834 0.8370547
0.9317114745664334 0.21849208219365746 0.30372322
0.07118891290843066 0.12707849998364162 0.5400631
0.46821581084150155 0.7440811861597165 0.44512933
0.2007881927099352 0.13900727260345158 0.64886004
0.7857132645018383 0.712905692283665 0.19563994
0.8496910447287404 0.3419442372225059 0.29593945
0.90636924511992 0.7389780720462605 0.27779913
0.14910222826276665 0.10690455365335938 0.55934834
0.34625030045475114 0.9659649735321046 0.6308652
0.09321787015705107 0.384940905107262 1.035212
0.5569050689717894 0.418415853404293 0.3764642
0.41996334244969336 0.4516178402829104 0.549621
0.44009861016748664 0.40442358847394844 0.54469943
0.9295055102383251 0.0844861700752213 0.25191918
0.8044876288395596 0.5746974546110634 0.15437222
0.7817086458017994 0.9795314669805486 0.4875633
0.8142719370805901 0.2887392176965069 0.33199352
0.0029816987248489912 0.4030864006105289 1.1980219
0.19871349506960057 0.007180546170829638 0.6294285
0.011815483456226183 0.3826350870368761 1.1616919
0.13614176534690303 0.6224912542831471 0.9519588
0.8480152251424226 0.3788222611900637 0.2805696
0.8060299576110164 0.7694719518093277 0.2448565
0.9125006055131668 0.9325581732742078 0.21989338
0.2702667369624523 0.20688567031804006 0.7165042
0.8398308679601056 0.7703568998753055 0.24342619
0.5330203749692278 0.47828191444112333 0.3557886
0.9149852708999483 0.7221908954483184 0.29357722
0.9028812329433933 0.46139125803049796 0.33495462
0.6549662435345224 0.40737404461063487 0.2782063
0.6662092541163107 0.0439805156052917 0.8211588
0.02402506547733818 0.650531747155035 1.0985446
0.5630143455742188 0.13031636918391798 0.769106
0.412927038357052 0.25230114940157755 0.6720307
0.047043130696654445 0.8593251327473573 0.57180184
0.01760413107702352 0.806682845411953 0.76104426
0.6588760606125702 0.9825616666529933 0.6468734
0.15485466350254473 0.8710006669301129 0.51857316
0.13168240329773895 0.8107174976726031 0.6544735
0.6478334968919542 0.532646772172216 0.13131864
