x y u v
0.9166666666666666 0.16666666666666666 0.21643514931201935 0.19675926864147186
0.9166666666666666 0.25 0.171875 0.265625
0.9166666666666666 0.3333333333333333 0.12731482088565826 0.31481480598449707
0.9166666666666666 0.41666666666666663 0.08275463432073593 0.34432870149612427
0.9166666666666666 0.5 0.038194440305233 0.3541666567325592
0.9166666666666666 0.5833333333333333 -0.006365730427205563 0.34432870149612427
0.9166666666666666 0.6666666666666666 -0.05092589557170868 0.31481480598449707
0.9166666666666666 0.75 -0.09548613429069519 0.265625
0.9166666666666666 0.8333333333333333 -0.14004625380039215 0.19675925374031067
0.9166666666666666 0.9166666666666666 -0.18460655212402344 0.10821761935949326
